sku,post_title,post_content,post_excerpt,category,tags,post_status,visibility,manage_stock,stock_status,backorders,stock,regular_price,sale_price,weight,length,width,height,tax_status,tax_class,featured,featured_image,reserve_image,product_gallery,shipping_class,comment_status,ping_status,menu_order
FGU1997001,Блок педалей Фольксваген Гольф универсал 1997,Контент,Короткая запись,Фольксваген ->Golf 3 универсал 1997 1.8 ААМ->Ходовая,,publish,visible,,,,,2000,,,,,,,,no,e:\Загрузки\фольксваген\гольф 3 универсал 1997\ходовая\blok pedaliy cen 2000.jpg,e:\Загрузки\фольксваген\гольф 3 универсал 1997\ходовая\blok pedaliy cen 2000.jpg,,,,,
